timestamp,open,high,low,close,volume
2024-02-26 09:00:00,2.995,2.995,2.5,2.6767,22516813.7
2024-03-04 09:00:00,2.6767,2.92,2.1612,2.8216,42653704.2
2024-03-11 09:00:00,2.8214,4.6265,2.7227,3.8647,200282404.6
2024-03-18 09:00:00,3.8655,5.3,3.55,4.9841,183952087.0
2024-03-25 09:00:00,4.9841,5.6938,4.769,5.428,116813905.9
2024-04-01 09:00:00,5.4279,5.5653,4.7265,5.3584,84569588.0
2024-04-08 09:00:00,5.3584,7.675,4.9354,6.7792,360734801.2
2024-04-15 09:00:00,6.7775,7.2755,5.8062,6.1334,276697180.2
2024-04-22 09:00:00,6.1331,6.2407,5.1285,5.4199,136199518.9
2024-04-29 09:00:00,5.4214,5.9881,4.5983,5.9684,128976571.8
2024-05-06 09:00:00,5.9684,7.2,5.6007,6.9508,193845133.2
2024-05-13 09:00:00,6.9508,7.45,6.2275,6.2592,209092191.7
2024-05-20 09:00:00,6.2593,6.733,5.9777,6.3174,99213493.1
2024-05-27 09:00:00,6.3175,7.0163,6.2217,6.8336,78471756.3
2024-06-03 09:00:00,6.8335,7.89,6.5537,7.1069,165754904.0
2024-06-10 09:00:00,7.107,8.2924,6.7272,7.939,174718641.6
2024-06-17 09:00:00,7.9387,8.0379,6.75,7.4988,160658666.1
2024-06-24 09:00:00,7.4988,7.8642,7.01,7.6603,111265213.7
2024-07-01 09:00:00,7.6603,8.1582,6.3449,7.0448,191714027.5
2024-07-08 09:00:00,7.044,7.4699,6.8253,7.4189,92618082.1
2024-07-15 09:00:00,7.419,7.6514,6.9683,7.1726,73640822.0
2024-07-22 09:00:00,7.1729,7.2196,6.4508,6.6167,59852478.1
2024-07-29 09:00:00,6.6168,6.888,5.7477,6.0049,89605106.2
2024-08-05 09:00:00,6.0044,6.8434,4.6739,6.2066,315931785.1
2024-08-12 09:00:00,6.2066,7.2569,6.0452,6.8845,274004398.2
2024-08-19 09:00:00,6.8844,7.0653,5.2384,5.7674,544848915.6
2024-08-26 09:00:00,5.7673,5.9875,5.0281,5.1816,668208101.2
2024-09-02 09:00:00,5.1815,5.299,4.4376,4.8932,366765436.8
2024-09-09 09:00:00,4.8931,5.8849,4.8681,5.5526,295429289.3
2024-09-16 09:00:00,5.5526,5.812,5.37,5.6194,160919100.6
2024-09-23 09:00:00,5.6193,6.1344,5.4528,5.8427,190053932.1
2024-09-30 09:00:00,5.8427,5.8697,5.1301,5.3127,151157804.5
2024-10-07 09:00:00,5.3126,5.3843,4.9857,5.1917,98655116.3
2024-10-14 09:00:00,5.1917,5.38,5.1002,5.3564,93485560.0
2024-10-21 09:00:00,5.3565,5.4089,4.5,4.997,92105203.1
2024-10-28 09:00:00,4.997,5.1477,4.6606,4.8184,84501295.9
2024-11-04 09:00:00,4.8185,5.5839,4.5407,5.28,228661443.2
2024-11-11 09:00:00,5.2801,5.8356,5.082,5.3867,279564429.1
2024-11-18 09:00:00,5.3867,6.6099,5.1908,6.1544,277169546.0
2024-11-25 09:00:00,6.1546,7.0,5.6837,6.8419,230436668.7
2024-12-02 09:00:00,6.8414,7.2075,6.3161,6.7853,210434144.5
2024-12-09 09:00:00,6.7854,6.8214,5.1142,6.3902,183100961.0
2024-12-16 09:00:00,6.3907,6.4711,4.77,5.3808,195919822.3
2024-12-23 09:00:00,5.3809,6.1031,5.2881,5.6314,88927094.6
2024-12-30 09:00:00,5.6309,5.8412,5.4009,5.7264,58089672.2
2025-01-06 09:00:00,5.7259,5.8065,5.0879,5.306,79265236.5
2025-01-13 09:00:00,5.306,5.6574,4.77,4.8636,113691212.2
2025-01-20 09:00:00,4.8636,5.3631,4.7175,4.9276,98275690.1
2025-01-27 09:00:00,4.9266,5.0346,3.88,4.0592,111167738.7
2025-02-03 09:00:00,4.0593,4.1396,2.959,3.8095,164871527.8
2025-02-10 09:00:00,3.8095,3.9017,3.5919,3.7762,74736171.6
2025-02-17 09:00:00,3.7763,3.8547,3.495,3.765,96033865.6
2025-02-24 09:00:00,3.7649,3.7983,3.117,3.506,124607418.8
2025-03-03 09:00:00,3.506,3.5132,2.6038,2.6476,145308843.3
2025-03-10 09:00:00,2.6477,3.6383,2.3502,3.4381,330504003.0
2025-03-17 09:00:00,3.4383,3.9279,3.3842,3.68,256271726.9
2025-03-24 09:00:00,3.6801,4.0928,3.5233,3.8926,223821845.8
2025-03-31 09:00:00,3.8928,4.2117,2.85,2.9175,253335927.0
2025-04-07 09:00:00,2.9177,3.2426,2.7728,2.8142,266936232.1
2025-04-14 09:00:00,2.8142,3.014,2.7748,2.8992,83108141.9
