timestamp,open,high,low,close,volume,ma7,ma30,ma99
2025-04-19 05:00:00,3.0119,3.0134,2.9898,2.9948,360280.1,,,
2025-04-19 06:00:00,2.9948,3.013,2.9928,3.0054,335976.2,,,
2025-04-19 07:00:00,3.0059,3.0077,2.9908,2.9949,401909.2,,,
2025-04-19 08:00:00,2.9951,2.9996,2.9785,2.9971,599047.9,,,
2025-04-19 09:00:00,2.9968,3.0008,2.9883,2.9989,529678.2,,,
2025-04-19 10:00:00,2.999,3.0033,2.9946,3.0017,215165.2,,,
2025-04-19 11:00:00,3.0017,3.0147,2.9969,2.9996,513860.6,2.9989142857142856,,
2025-04-19 12:00:00,2.9997,3.0048,2.9911,2.993,375087.4,2.9986571428571422,,
2025-04-19 13:00:00,2.993,3.0058,2.9867,3.0004,449353.0,2.9979428571428572,,
2025-04-19 14:00:00,3.0004,3.0029,2.9886,2.9902,362175.6,2.997271428571428,,
2025-04-19 15:00:00,2.9903,2.9977,2.9839,2.9943,235947.9,2.996871428571428,,
2025-04-19 16:00:00,2.9943,2.9999,2.9913,2.9938,278762.3,2.996142857142857,,
2025-04-19 17:00:00,2.9938,3.0007,2.985,2.9957,757228.3,2.995285714285714,,
2025-04-19 18:00:00,2.9958,2.9992,2.9833,2.9851,383057.6,2.9932142857142856,,
2025-04-19 19:00:00,2.9854,2.9859,2.9676,2.9769,606382.9,2.990914285714286,,
2025-04-19 20:00:00,2.9768,2.9845,2.967,2.9713,342578.6,2.986757142857143,,
2025-04-19 21:00:00,2.9714,2.9746,2.9607,2.967,378584.3,2.9834428571428573,,
2025-04-19 22:00:00,2.9668,2.9827,2.9629,2.9783,308610.7,2.981157142857143,,
2025-04-19 23:00:00,2.9784,2.9819,2.9737,2.9791,335440.9,2.979057142857143,,
2025-04-20 00:00:00,2.979,2.9846,2.9635,2.9681,546300.2,2.975114285714286,,
2025-04-20 01:00:00,2.9681,2.9691,2.9384,2.9426,747032.4,2.969042857142857,,
2025-04-20 02:00:00,2.9426,2.9647,2.9391,2.9544,686703.5,2.9658285714285713,,
2025-04-20 03:00:00,2.9545,2.9615,2.9467,2.9519,681271.5,2.9630571428571426,,
2025-04-20 04:00:00,2.9519,2.9574,2.94,2.957,437680.4,2.9616285714285717,,
2025-04-20 05:00:00,2.9571,2.965,2.9526,2.9629,238412.8,2.9594285714285715,,
2025-04-20 06:00:00,2.963,2.9889,2.9617,2.9889,460664.7,2.9608285714285714,,
2025-04-20 07:00:00,2.989,2.9943,2.9773,2.9782,387029.7,2.962271428571429,,
2025-04-20 08:00:00,2.9783,2.9812,2.9643,2.9681,258114.8,2.9659142857142853,,
2025-04-20 09:00:00,2.9682,2.9821,2.9576,2.9611,486396.2,2.966871428571429,,
2025-04-20 10:00:00,2.961,2.9904,2.9593,2.987,323094.4,2.9718857142857145,2.981256666666667,
2025-04-20 11:00:00,2.9872,2.9881,2.9691,2.9768,292913.4,2.9747142857142856,2.980656666666667,
2025-04-20 12:00:00,2.9768,2.9904,2.9701,2.9885,219628.0,2.9783714285714282,2.9800933333333335,
2025-04-20 13:00:00,2.9885,2.9975,2.9822,2.9967,443437.1,2.9794857142857145,2.9801533333333334,
2025-04-20 14:00:00,2.9968,3.0067,2.9942,3.0001,520039.1,2.9826142857142863,2.980253333333333,
2025-04-20 15:00:00,3.0003,3.0122,2.988,2.9907,494270.1,2.985842857142857,2.97998,
2025-04-20 16:00:00,2.9907,2.9915,2.9623,2.9835,905886.0,2.9890428571428567,2.979373333333333,
2025-04-20 17:00:00,2.9838,2.9893,2.9626,2.9674,524209.6,2.9862428571428574,2.9783,
2025-04-20 18:00:00,2.9676,2.9812,2.965,2.9735,368920.6,2.9857714285714287,2.9776499999999997,
2025-04-20 19:00:00,2.9736,2.9881,2.9526,2.9714,659010.9,2.9833285714285718,2.9766833333333333,
2025-04-20 20:00:00,2.9712,2.975,2.952,2.9682,420311.6,2.979257142857143,2.97595,
2025-04-20 21:00:00,2.9682,2.9825,2.966,2.9722,335730.0,2.975271428571429,2.9752133333333335,
2025-04-20 22:00:00,2.9717,2.9758,2.9586,2.964,308628.2,2.971457142857143,2.9742200000000003,
2025-04-20 23:00:00,2.9641,2.9947,2.961,2.9874,589608.1,2.9720142857142853,2.973943333333333,
2025-04-21 00:00:00,2.9875,2.996,2.9729,2.9879,696693.9,2.974942857142857,2.974036666666666,
2025-04-21 01:00:00,2.9878,2.9979,2.9831,2.9958,702506.1,2.978128571428571,2.9746666666666663,
2025-04-21 02:00:00,2.9958,3.0043,2.9878,2.988,549168.9,2.9804999999999997,2.975223333333333,
2025-04-21 03:00:00,2.988,3.0012,2.98,2.9992,267285.0,2.9849285714285716,2.976296666666667,
2025-04-21 04:00:00,2.9992,2.9997,2.9855,2.9926,231696.9,2.9878428571428572,2.9767733333333335,
2025-04-21 05:00:00,2.9927,3.0073,2.9927,3.0059,354025.8,2.9938285714285717,2.9776666666666665,
2025-04-21 06:00:00,3.0059,3.0148,3.0002,3.0048,410558.6,2.9963142857142855,2.97889,
2025-04-21 07:00:00,3.0049,3.0049,2.9843,2.9934,354859.8,2.9971,2.9805833333333336,
2025-04-21 08:00:00,2.9933,3.0085,2.992,2.9963,353807.2,2.9971714285714284,2.98198,
2025-04-21 09:00:00,2.9965,3.038,2.995,3.0163,1297748.1,3.001214285714286,2.9841266666666666,
2025-04-21 10:00:00,3.0164,3.0348,3.0136,3.0265,576920.8,3.0051142857142854,2.9864433333333333,
2025-04-21 11:00:00,3.0266,3.029,3.0081,3.021,450994.1,3.0091714285714284,2.98838,
2025-04-21 12:00:00,3.0211,3.0253,3.0041,3.0209,371172.6,3.0113142857142856,2.9894466666666664,
2025-04-21 13:00:00,3.021,3.0367,3.0125,3.0278,378290.3,3.0146,2.9911000000000003,
2025-04-21 14:00:00,3.0277,3.0361,3.0168,3.03,488674.5,3.0198285714285715,2.9931633333333334,
2025-04-21 15:00:00,3.0298,3.0545,3.0297,3.0499,739356.1,3.027485714285714,2.9961233333333337,
2025-04-21 16:00:00,3.0498,3.0524,3.0302,3.0427,431600.6,3.031257142857143,2.9979799999999996,
2025-04-21 17:00:00,3.0428,3.0508,3.0356,3.0418,331109.8,3.0334428571428576,3.0001466666666663,
2025-04-21 18:00:00,3.0418,3.0498,3.0088,3.0134,576820.3,3.032357142857143,3.0009766666666664,
2025-04-21 19:00:00,3.0136,3.0279,3.0008,3.0231,1069979.5,3.0326714285714287,3.001856666666667,
2025-04-21 20:00:00,3.0232,3.0257,3.0,3.0089,993979.9,3.0299714285714288,3.00215,
2025-04-21 21:00:00,3.0089,3.019,3.0022,3.0035,596789.5,3.026185714285714,3.0025766666666667,
