timestamp,open,high,low,close,volume
2025-04-08 04:00:00,1583.95,1602.29,1583.01,1597.85,207502.935
2025-04-08 05:00:00,1597.85,1601.48,1581.3,1590.97,179653.312
2025-04-08 06:00:00,1590.96,1590.96,1573.4,1575.65,181519.807
2025-04-08 07:00:00,1575.64,1577.9,1560.86,1569.98,194043.783
2025-04-08 08:00:00,1569.97,1570.66,1553.48,1566.18,209051.85
2025-04-08 09:00:00,1566.17,1575.5,1563.51,1567.47,192185.35
2025-04-08 10:00:00,1567.47,1573.75,1564.38,1565.57,119124.95
2025-04-08 11:00:00,1565.57,1589.48,1564.16,1587.56,278125.074
2025-04-08 12:00:00,1587.57,1592.79,1566.76,1570.71,338379.184
2025-04-08 13:00:00,1570.69,1585.89,1548.08,1567.65,688932.409
2025-04-08 14:00:00,1567.67,1582.74,1530.0,1530.34,670798.56
2025-04-08 15:00:00,1530.34,1538.47,1517.12,1530.75,617792.806
2025-04-08 16:00:00,1530.75,1532.24,1481.24,1486.0,841964.636
2025-04-08 17:00:00,1485.99,1488.9,1453.46,1480.05,1117154.672
2025-04-08 18:00:00,1480.05,1501.5,1470.82,1474.96,583879.398
2025-04-08 19:00:00,1474.97,1478.0,1454.26,1466.03,480006.158
2025-04-08 20:00:00,1466.07,1482.0,1459.27,1481.4,269681.709
2025-04-08 21:00:00,1481.42,1485.6,1463.07,1476.66,196266.856
2025-04-08 22:00:00,1476.67,1477.79,1441.62,1466.4,403987.622
2025-04-08 23:00:00,1466.4,1475.96,1461.72,1472.67,246586.021
2025-04-09 00:00:00,1472.68,1481.69,1462.89,1466.81,383927.399
2025-04-09 01:00:00,1466.79,1468.57,1384.0,1434.3,1451181.861
2025-04-09 02:00:00,1434.31,1453.69,1414.16,1418.47,527978.683
2025-04-09 03:00:00,1418.48,1425.72,1406.79,1417.96,428439.788
2025-04-09 04:00:00,1417.96,1449.81,1414.0,1439.74,548126.574
2025-04-09 05:00:00,1439.74,1463.38,1438.39,1458.33,354603.262
2025-04-09 06:00:00,1458.33,1476.19,1457.08,1459.19,354404.317
2025-04-09 07:00:00,1459.2,1491.68,1457.67,1482.9,596468.109
2025-04-09 08:00:00,1482.89,1487.97,1470.19,1481.83,351655.725
2025-04-09 09:00:00,1481.82,1485.71,1470.36,1478.71,200618.074
2025-04-09 10:00:00,1478.7,1496.0,1472.16,1485.43,343721.274
2025-04-09 11:00:00,1485.43,1486.48,1444.0,1454.64,1224382.666
2025-04-09 12:00:00,1454.64,1468.88,1439.03,1460.96,501644.336
2025-04-09 13:00:00,1460.95,1498.7,1454.68,1486.7,907570.934
2025-04-09 14:00:00,1486.69,1501.03,1468.68,1470.35,717126.001
2025-04-09 15:00:00,1470.35,1496.16,1468.47,1484.8,464929.635
2025-04-09 16:00:00,1484.79,1509.0,1481.15,1502.0,526890.007
2025-04-09 17:00:00,1502.0,1639.03,1483.21,1631.82,2853204.817
2025-04-09 18:00:00,1631.9,1672.8,1612.17,1627.6,1650049.213
2025-04-09 19:00:00,1627.61,1646.58,1622.74,1639.73,425477.097
2025-04-09 20:00:00,1639.73,1678.9,1639.73,1673.06,401559.588
2025-04-09 21:00:00,1673.07,1688.0,1660.24,1670.98,445968.454
2025-04-09 22:00:00,1670.97,1683.61,1665.32,1670.54,200528.575
2025-04-09 23:00:00,1670.53,1674.0,1655.1,1668.69,256114.234
2025-04-10 00:00:00,1668.7,1669.19,1633.45,1645.94,350288.261
2025-04-10 01:00:00,1645.95,1651.42,1628.11,1637.29,207741.166
2025-04-10 02:00:00,1637.29,1645.6,1629.33,1632.5,210120.05
2025-04-10 03:00:00,1632.49,1635.66,1601.0,1616.39,505823.75
2025-04-10 04:00:00,1616.39,1620.0,1605.0,1618.68,241924.583
2025-04-10 05:00:00,1618.67,1625.48,1613.58,1616.39,190158.563
2025-04-10 06:00:00,1616.4,1622.18,1605.61,1615.54,196867.628
2025-04-10 07:00:00,1615.55,1619.99,1582.5,1595.03,431179.609
2025-04-10 08:00:00,1595.03,1598.2,1582.15,1592.0,209854.77
2025-04-10 09:00:00,1591.99,1606.02,1585.29,1603.23,248495.787
2025-04-10 10:00:00,1603.23,1605.23,1587.0,1594.01,197447.588
2025-04-10 11:00:00,1594.0,1596.12,1580.5,1593.92,199414.496
2025-04-10 12:00:00,1593.91,1627.61,1581.12,1592.63,775927.658
2025-04-10 13:00:00,1592.62,1595.67,1555.0,1568.24,746110.237
2025-04-10 14:00:00,1568.24,1584.05,1555.24,1564.83,525883.712
2025-04-10 15:00:00,1564.82,1567.12,1482.56,1495.0,1675432.239
2025-04-10 16:00:00,1494.99,1513.19,1470.84,1509.76,1174976.938
2025-04-10 17:00:00,1509.77,1519.45,1486.62,1510.73,611840.99
2025-04-10 18:00:00,1510.73,1522.11,1506.61,1517.74,342694.927
2025-04-10 19:00:00,1517.73,1531.74,1509.79,1513.67,331207.592
2025-04-10 20:00:00,1513.67,1533.0,1513.05,1530.44,175101.938
2025-04-10 21:00:00,1530.43,1532.63,1518.43,1524.04,111222.034
2025-04-10 22:00:00,1524.04,1532.14,1519.82,1523.94,106054.658
2025-04-10 23:00:00,1523.95,1527.73,1513.6,1521.57,179423.867
2025-04-11 00:00:00,1521.56,1528.44,1503.63,1507.4,293448.25
2025-04-11 01:00:00,1507.4,1547.74,1506.17,1541.99,459297.775
2025-04-11 02:00:00,1541.98,1550.0,1532.33,1533.67,281656.661
2025-04-11 03:00:00,1533.63,1545.39,1533.61,1543.63,155004.264
2025-04-11 04:00:00,1543.63,1557.74,1541.63,1546.71,245195.022
2025-04-11 05:00:00,1546.72,1552.52,1540.1,1548.45,131196.733
2025-04-11 06:00:00,1548.45,1561.95,1548.45,1551.93,209199.205
2025-04-11 07:00:00,1551.93,1557.7,1545.8,1551.99,143097.715
2025-04-11 08:00:00,1551.99,1572.32,1536.47,1550.79,561676.112
2025-04-11 09:00:00,1550.79,1569.9,1543.45,1563.19,295356.403
2025-04-11 10:00:00,1563.18,1585.18,1552.86,1567.44,404818.979
2025-04-11 11:00:00,1567.43,1574.52,1554.73,1557.93,259646.896
2025-04-11 12:00:00,1557.94,1573.0,1552.5,1557.4,279740.168
2025-04-11 13:00:00,1557.4,1580.78,1548.6,1569.8,502456.005
2025-04-11 14:00:00,1569.8,1569.8,1540.36,1555.59,558587.614
2025-04-11 15:00:00,1555.59,1569.96,1553.0,1564.79,252772.549
2025-04-11 16:00:00,1564.8,1572.94,1554.9,1564.78,205202.088
2025-04-11 17:00:00,1564.79,1590.88,1562.14,1579.04,358792.204
2025-04-11 18:00:00,1579.04,1581.6,1560.35,1561.42,232160.515
2025-04-11 19:00:00,1561.42,1571.92,1561.0,1564.84,121517.346
2025-04-11 20:00:00,1564.83,1574.0,1562.02,1570.65,104955.506
2025-04-11 21:00:00,1570.66,1586.31,1564.61,1572.22,203452.59
2025-04-11 22:00:00,1572.23,1574.9,1565.0,1565.59,91632.021
2025-04-11 23:00:00,1565.58,1570.38,1556.4,1565.96,117220.065
2025-04-12 00:00:00,1565.97,1569.16,1559.72,1561.3,123782.353
2025-04-12 01:00:00,1561.3,1563.9,1551.0,1553.76,123830.959
2025-04-12 02:00:00,1553.76,1556.42,1545.06,1546.87,169771.636
2025-04-12 03:00:00,1546.88,1558.85,1545.78,1553.61,122452.026
2025-04-12 04:00:00,1553.61,1570.0,1549.51,1566.83,195797.708
2025-04-12 05:00:00,1566.84,1571.96,1563.8,1567.91,133682.346
2025-04-12 06:00:00,1567.9,1578.14,1567.9,1573.03,154379.767
2025-04-12 07:00:00,1573.02,1584.53,1570.38,1581.24,170242.12
2025-04-12 08:00:00,1581.23,1605.71,1580.01,1590.96,375926.763
2025-04-12 09:00:00,1590.96,1602.57,1587.64,1596.71,163153.64
2025-04-12 10:00:00,1596.71,1596.91,1586.8,1591.21,121871.138
2025-04-12 11:00:00,1591.21,1597.88,1591.21,1593.21,75630.51
2025-04-12 12:00:00,1593.22,1616.0,1589.79,1606.37,326499.616
2025-04-12 13:00:00,1606.38,1625.0,1604.97,1617.83,391834.121
