timestamp,open,high,low,close,volume,ma7,ma30,ma99
2025-04-13 10:22:00,2.956,2.9576,2.9554,2.9568,4645.9,,,
2025-04-13 10:23:00,2.9567,2.9604,2.9567,2.9601,7840.8,,,
2025-04-13 10:24:00,2.96,2.96,2.9554,2.9569,6691.7,,,
2025-04-13 10:25:00,2.957,2.9604,2.957,2.9604,13976.9,,,
2025-04-13 10:26:00,2.9603,2.9636,2.9598,2.9612,8860.1,,,
2025-04-13 10:27:00,2.9613,2.9649,2.9613,2.9638,16202.3,,,
2025-04-13 10:28:00,2.9638,2.9638,2.9581,2.9582,10515.0,2.9596285714285715,,
2025-04-13 10:29:00,2.9581,2.9594,2.957,2.9594,17653.8,2.96,,
2025-04-13 10:30:00,2.9594,2.9647,2.9583,2.9643,21293.6,2.9606000000000003,,
2025-04-13 10:31:00,2.9643,2.9692,2.9572,2.9583,31446.7,2.9608,,
2025-04-13 10:32:00,2.9575,2.9577,2.9517,2.9517,24681.0,2.959557142857143,,
2025-04-13 10:33:00,2.9518,2.9528,2.9466,2.9515,79856.7,2.9581714285714287,,
2025-04-13 10:34:00,2.9514,2.9518,2.9472,2.9514,11718.5,2.9564,,
2025-04-13 10:35:00,2.9514,2.9519,2.9449,2.95,12315.7,2.955228571428571,,
2025-04-13 10:36:00,2.9494,2.9504,2.9451,2.9484,12160.5,2.9536571428571428,,
2025-04-13 10:37:00,2.9483,2.9485,2.9398,2.9432,60998.2,2.950642857142857,,
2025-04-13 10:38:00,2.9432,2.9455,2.9417,2.9434,17768.7,2.948514285714286,,
2025-04-13 10:39:00,2.9435,2.9446,2.9425,2.9442,24779.8,2.947442857142857,,
2025-04-13 10:40:00,2.9443,2.9452,2.9426,2.9435,26998.5,2.9463,,
2025-04-13 10:41:00,2.944,2.9479,2.9436,2.9457,12448.4,2.9454857142857143,,
2025-04-13 10:42:00,2.9456,2.9466,2.9435,2.9443,15495.0,2.9446714285714286,,
2025-04-13 10:43:00,2.9443,2.9476,2.9428,2.9429,10108.4,2.943885714285714,,
2025-04-13 10:44:00,2.943,2.9445,2.941,2.9439,15086.4,2.943985714285714,,
2025-04-13 10:45:00,2.944,2.9463,2.9409,2.9439,20864.5,2.944057142857143,,
2025-04-13 10:46:00,2.944,2.9443,2.9373,2.9379,23825.2,2.943157142857143,,
2025-04-13 10:47:00,2.9379,2.9406,2.9353,2.9353,79288.4,2.9419857142857144,,
2025-04-13 10:48:00,2.9356,2.9437,2.9313,2.9403,154227.1,2.941214285714286,,
2025-04-13 10:49:00,2.9404,2.9502,2.9404,2.9489,98607.5,2.9418714285714285,,
2025-04-13 10:50:00,2.9491,2.95,2.9472,2.9498,17755.6,2.9428571428571426,,
2025-04-13 10:51:00,2.95,2.9518,2.9453,2.9466,23220.0,2.943242857142857,2.950206666666667,
