timestamp,open,high,low,close,volume,ma7,ma30,ma99
2025-05-05 03:21:00,147.22,147.3,147.16,147.28,5000.18,,,
2025-05-05 03:22:00,147.28,147.38,147.28,147.35,3486.03,,,
2025-05-05 03:23:00,147.34,147.35,147.27,147.29,1659.62,,,
2025-05-05 03:24:00,147.29,147.32,147.27,147.28,986.47,,,
2025-05-05 03:25:00,147.27,147.28,147.21,147.23,1906.73,,,
2025-05-05 03:26:00,147.23,147.26,147.11,147.22,14618.54,,,
2025-05-05 03:27:00,147.22,147.25,147.14,147.19,4708.74,147.26285714285714,,
2025-05-05 03:28:00,147.2,147.28,147.19,147.19,2452.62,147.25,,
2025-05-05 03:29:00,147.19,147.27,147.17,147.27,3649.08,147.23857142857145,,
2025-05-05 03:30:00,147.26,147.43,147.26,147.4,11643.93,147.25428571428571,,
2025-05-05 03:31:00,147.4,147.45,147.37,147.38,11904.12,147.26857142857145,,
2025-05-05 03:32:00,147.37,147.45,147.32,147.4,9287.75,147.29285714285714,,
2025-05-05 03:33:00,147.4,147.43,147.26,147.26,2350.79,147.29857142857142,,
2025-05-05 03:34:00,147.25,147.27,147.12,147.13,13252.56,147.29,,
2025-05-05 03:35:00,147.14,147.17,147.05,147.09,6035.75,147.2757142857143,,
2025-05-05 03:36:00,147.09,147.09,147.02,147.06,4505.26,147.24571428571429,,
2025-05-05 03:37:00,147.06,147.09,147.05,147.08,2912.62,147.2,,
2025-05-05 03:38:00,147.07,147.08,146.95,146.96,6909.28,147.14000000000001,,
2025-05-05 03:39:00,146.95,147.0,146.94,146.99,2088.89,147.08142857142857,,
2025-05-05 03:40:00,147.0,147.0,146.98,147.0,1459.01,147.0442857142857,,
2025-05-05 03:41:00,146.99,147.12,146.99,147.02,14672.97,147.02857142857144,,
2025-05-05 03:42:00,147.02,147.03,146.99,146.99,2042.83,147.01428571428573,,
2025-05-05 03:43:00,146.98,147.05,146.98,147.04,1732.88,147.01142857142855,,
2025-05-05 03:44:00,147.05,147.15,147.04,147.13,3316.98,147.01857142857145,,
2025-05-05 03:45:00,147.13,147.16,146.85,146.9,20127.85,147.01,,
2025-05-05 03:46:00,146.9,146.97,146.88,146.95,3733.11,147.00428571428571,,
2025-05-05 03:47:00,146.95,147.02,146.87,146.88,1935.68,146.98714285714283,,
2025-05-05 03:48:00,146.87,146.88,146.71,146.8,11346.89,146.9557142857143,,
2025-05-05 03:49:00,146.8,146.8,146.67,146.68,8522.22,146.91142857142856,,
