timestamp,open,high,low,close,volume,ma7,ma30,ma99
2025-03-16 21:00:00,1872.61,1897.72,1872.21,1894.22,567475.403,,,
2025-03-17 01:00:00,1894.21,1923.9,1857.08,1881.77,845640.866,,,
2025-03-17 05:00:00,1881.78,1897.64,1869.11,1885.97,369840.351,,,
2025-03-17 09:00:00,1885.96,1914.88,1885.41,1908.08,408471.728,,,
2025-03-17 13:00:00,1908.08,1912.38,1878.66,1900.13,393308.893,,,
2025-03-17 17:00:00,1900.13,1918.0,1892.06,1909.71,358142.961,,,
2025-03-17 21:00:00,1909.72,1947.0,1886.29,1918.49,1007296.584,1899.767142857143,,
2025-03-18 01:00:00,1918.5,1951.76,1906.44,1941.24,676889.798,1906.484285714286,,
2025-03-18 05:00:00,1941.24,1949.2,1921.08,1925.37,363663.089,1912.712857142857,,
2025-03-18 09:00:00,1925.36,1929.57,1896.3,1900.27,527389.866,1914.7557142857145,,
2025-03-18 13:00:00,1900.26,1909.88,1892.9,1903.99,413808.556,1914.1714285714284,,
2025-03-18 17:00:00,1903.99,1912.3,1884.25,1891.54,465126.512,1912.9442857142858,,
2025-03-18 21:00:00,1891.54,1902.59,1871.14,1879.97,865397.803,1908.6957142857143,,
2025-03-19 01:00:00,1879.97,1907.8,1872.35,1903.53,552241.646,1906.5585714285714,,
2025-03-19 05:00:00,1903.53,1935.44,1897.73,1930.64,410522.554,1905.0442857142857,,
2025-03-19 09:00:00,1930.63,1948.5,1927.12,1937.73,570009.533,1906.81,,
2025-03-19 13:00:00,1937.73,1942.46,1929.39,1931.21,314671.141,1911.23,,
2025-03-19 17:00:00,1931.21,2032.73,1930.73,2026.99,1689486.816,1928.8014285714287,,
2025-03-19 21:00:00,2026.98,2056.48,1994.06,2047.87,1588823.025,1951.1342857142856,,
2025-03-20 01:00:00,2047.88,2065.9,1994.16,2029.91,1658908.323,1972.554285714286,,
2025-03-20 05:00:00,2029.91,2069.69,2027.5,2055.21,562401.162,1994.222857142857,,
2025-03-20 09:00:00,2055.22,2067.15,2018.82,2021.85,544443.994,2007.2528571428572,,
2025-03-20 13:00:00,2021.85,2024.64,2003.7,2006.45,424949.911,2017.07,,
2025-03-20 17:00:00,2006.46,2020.57,1970.31,1988.4,961234.699,2025.24,,
2025-03-20 21:00:00,1988.39,2009.74,1964.95,1971.06,1082975.701,2017.25,,
2025-03-21 01:00:00,1971.03,1979.46,1951.15,1974.1,785249.134,2006.7114285714288,,
2025-03-21 05:00:00,1974.09,1984.2,1970.39,1982.72,234930.098,1999.9699999999998,,
2025-03-21 09:00:00,1982.72,1995.8,1971.6,1977.25,370621.437,1988.8328571428572,,
2025-03-21 13:00:00,1977.26,1989.02,1965.44,1976.0,360694.846,1982.282857142857,,
2025-03-21 17:00:00,1976.0,1981.87,1955.79,1966.11,454693.405,1976.5200000000002,1948.926,
2025-03-21 21:00:00,1966.11,1973.0,1932.0,1949.63,889389.96,1970.9814285714285,1950.7730000000001,
2025-03-22 01:00:00,1949.58,1977.41,1945.0,1972.72,509532.129,1971.2185714285713,1953.8046666666667,
2025-03-22 05:00:00,1972.71,1982.42,1961.24,1964.81,247348.67,1969.8914285714286,1956.4326666666668,
2025-03-22 09:00:00,1964.81,1986.72,1963.41,1985.0,342194.378,1970.217142857143,1958.9966666666667,
2025-03-22 13:00:00,1985.0,1992.3,1982.08,1983.16,227786.565,1971.0614285714287,1961.7643333333333,
2025-03-22 17:00:00,1983.15,2006.0,1980.4,1989.36,440844.143,1972.97,1964.4193333333335,
2025-03-22 21:00:00,1989.35,1996.97,1980.3,1985.27,244659.968,1975.7071428571428,1966.6453333333334,
